Unnamed: 0,categoria,asunto,preprocessed_text
190,ASUNTOS SOCIALES,"El expediente de contratación administrativa del servicio de transportes para las personas en situación de dependencia derivada de la discapacidad física del cadf de el sauzal, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['expediente', 'contratacion', 'administrativa', 'servicio', 'transportes', 'personas', 'situacion', 'dependencia', 'derivada', 'discapacidad', 'fisica', 'cadf', 'sauzal', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
191,ASUNTOS SOCIALES,"El impulso de la adaptación de la ley canaria de igualdad a la normativa estatal, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","['impulso', 'adaptacion', 'ley', 'canaria', 'igualdad', 'normativa', 'estatal', 'dirigida', 'consejera', 'derechos', 'sociales', 'igualdad', 'diversidad', 'juventud']"
192,TRABAJO Y EMPLEO,"El incremento de la contratación de trabajadores fijos discontinuos, dirigida a la sra. consejera de economía, conocimiento y empleo.","['incremento', 'contratacion', 'trabajadores', 'fijos', 'discontinuos', 'dirigida', 'consejera', 'economia', 'conocimiento', 'empleo']"
193,VIDA POLÍTICA,"El nombramiento de funcionarios de carrera del proceso selectivo para el ingreso por el turno libre al cuerpo administrativo (grupo c-subgrupo c1) de la administración general del gobierno de canarias, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","['nombramiento', 'funcionarios', 'carrera', 'proceso', 'selectivo', 'ingreso', 'turno', 'libre', 'cuerpo', 'administrativo', 'grupo', 'csubgrupo', 'c1', 'administracion', 'gobierno', 'canarias', 'dirigida', 'consejero', 'administraciones', 'publicas', 'justicia', 'seguridad']"
194,"AGRICULTURA, SILVICULTURA Y PESCA","El nuevo texto de proyecto de real decreto sobre normas de sanidad y protección animal durante el transporte, en lo que a canarias se refiere, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['texto', 'proyecto', 'real', 'decreto', 'normas', 'sanidad', 'proteccion', 'animal', 'transporte', 'canarias', 'refiere', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
195,VIDA POLÍTICA,"El objetivo fijado de conseguir, durante 2022, 26000 unidades de competencia a través del instituto canario de las cualificaciones, dirigida al gobierno.","['objetivo', 'fijado', 'conseguir', '2022', '26000', 'unidades', 'competencia', 'traves', 'instituto', 'canario', 'cualificaciones', 'dirigida', 'gobierno']"
196,ASUNTOS SOCIALES,"El operativo de vigilancia que se ha puesto en marcha en la palma para rastrear especímenes del mosquito aedes aegypti, dirigida al sr. consejero de sanidad.","['operativo', 'vigilancia', 'puesto', 'marcha', 'palma', 'rastrear', 'especimenes', 'mosquito', 'aedes', 'aegypti', 'dirigida', 'consejero', 'sanidad']"
197,MEDIO AMBIENTE,"El operativo de vigilancia que se ha puesto en marcha en la palma para rastrear especímenes del mosquito aedes aegypti, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['operativo', 'vigilancia', 'puesto', 'marcha', 'palma', 'rastrear', 'especimenes', 'mosquito', 'aedes', 'aegypti', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
198,ASUNTOS SOCIALES,"El pago de las ayudas al alquiler de vivienda por el covid-19 presentadas y solicitadas el 10 de junio de 2020, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['pago', 'ayudas', 'alquiler', 'vivienda', 'covid19', 'presentadas', 'solicitadas', '10', 'junio', '2020', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
199,ASUNTOS SOCIALES,"El personal laboral en la casa de los coroneles mientras dure el cierre, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['personal', 'laboral', 'casa', 'coroneles', 'dure', 'cierre', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
200,ASUNTOS SOCIALES,"El presupuesto con el que cuenta la inmobiliaria social que ha puesto en marcha visocan, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['presupuesto', 'inmobiliaria', 'social', 'puesto', 'marcha', 'visocan', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
201,INDUSTRIA,"El proyecto para el pabellón andrés orozco de arafo y fecha de ejecución, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['proyecto', 'pabellon', 'andres', 'orozco', 'arafo', 'fecha', 'ejecucion', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
202,ASUNTOS SOCIALES,"El proyecto para la construcción de un nuevo centro de salud en cardones, arucas, dirigida al sr. consejero de sanidad.","['proyecto', 'construccion', 'centro', 'salud', 'cardones', 'arucas', 'dirigida', 'consejero', 'sanidad']"
203,TRANSPORTES,"El proyecto/expediente y acciones llevadas a cabo en cuanto al tren del sur, en tenerife, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['proyectoexpediente', 'acciones', 'llevadas', 'cabo', 'tren', 'sur', 'tenerife', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
204,ASUNTOS FINANCIEROS,"El reciente documento del gobierno de españa con los criterios de distribución de fondos del plan de recuperación a las comunidades autónomas, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","['reciente', 'documento', 'gobierno', 'españa', 'criterios', 'distribucion', 'fondos', 'plan', 'recuperacion', 'comunidades', 'autonomas', 'dirigida', 'consejero', 'hacienda', 'presupuestos', 'asuntos', 'europeos']"
205,MEDIO AMBIENTE,"El reglamento de visado de conformidad y calidad en materia urbanística y de rehabilitación, funcionamiento y registro de las entidades colaboradoras para su emisión en canarias, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","['reglamento', 'visado', 'conformidad', 'calidad', 'materia', 'urbanistica', 'rehabilitacion', 'funcionamiento', 'registro', 'entidades', 'colaboradoras', 'emision', 'canarias', 'dirigida', 'consejero', 'transicion', 'ecologica', 'lucha', 'cambio', 'climatico', 'planificacion', 'territorial']"
206,VIDA POLÍTICA,"El rendimiento de la app móvil identifica gobcan, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","['rendimiento', 'app', 'movil', 'identifica', 'gobcan', 'dirigida', 'consejero', 'administraciones', 'publicas', 'justicia', 'seguridad']"
207,ASUNTOS SOCIALES,"El reparto de los 774 profesionales sanitarios entre las distintas áreas de salud y años de contratación, dirigida al sr. consejero de sanidad.","['reparto', '774', 'profesionales', 'sanitarios', 'distintas', 'areas', 'salud', 'años', 'contratacion', 'dirigida', 'consejero', 'sanidad']"
208,ASUNTOS SOCIALES,"El reparto de los 774 profesionales sanitarios entre las distintas áreas de salud y en cada una de las categorías profesionales, dirigida al sr. consejero de sanidad.","['reparto', '774', 'profesionales', 'sanitarios', 'distintas', 'areas', 'salud', 'categorias', 'profesionales', 'dirigida', 'consejero', 'sanidad']"
209,ASUNTOS SOCIALES,"El traslado de oncólogos desde fuerteventura al complejo hospitalario de gran canaria doctor negrín para pasar consultas, dirigida al sr. consejero de sanidad.","['traslado', 'oncologos', 'fuerteventura', 'complejo', 'hospitalario', 'canaria', 'doctor', 'negrin', 'pasar', 'consultas', 'dirigida', 'consejero', 'sanidad']"
210,"AGRICULTURA, SILVICULTURA Y PESCA","Empresa a la que se le adjudicó el estudio sobre el plan de soberanía alimentaria, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['empresa', 'adjudico', 'estudio', 'plan', 'soberania', 'alimentaria', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
211,INTERCAMBIOS ECONÓMICOS Y COMERCIALES,"Empresa que ha desarrollado la plataforma canarian market, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['empresa', 'desarrollado', 'plataforma', 'canarian', 'market', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
212,ASUNTOS SOCIALES,"Empresas o proveedores encargados del diseño, ejecución, implementación y gestión del bono turístico, dirigida a la sra. consejera de turismo, industria y comercio.","['empresas', 'proveedores', 'encargados', 'diseño', 'ejecucion', 'implementacion', 'gestion', 'bono', 'turistico', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
213,EDUCACIÓN Y COMUNICACIÓN,"Entidades, personas y órganos que van a constituir la comisión canaria para la educación y formación permanente de personas adultas, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['entidades', 'personas', 'organos', 'constituir', 'comision', 'canaria', 'educacion', 'formacion', 'permanente', 'personas', 'adultas', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
214,"AGRICULTURA, SILVICULTURA Y PESCA","Establecimiento de alguna ayuda a los ganaderos para la gestión y tratamiento de los residuos del sector ganadero, dirigida a la sra. consejera de agricultura, ganadería y pesca.","['establecimiento', 'ayuda', 'ganaderos', 'gestion', 'tratamiento', 'residuos', 'sector', 'ganadero', 'dirigida', 'consejera', 'agricultura', 'ganaderia', 'pesca']"
215,DERECHO,"Estado de cumplimiento de la 10l/pnlc-0086, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['cumplimiento', '10lpnlc0086', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
216,ASUNTOS SOCIALES,"Estado de cumplimiento de la 10l/pnlp-0323, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['cumplimiento', '10lpnlp0323', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
217,VIDA POLÍTICA,"Estado de los procesos de estabilización del personal adscrito a las entidades públicas empresariales de la comunidad autónoma en situación de abuso de temporalidad, dirigida al gobierno.","['procesos', 'estabilizacion', 'personal', 'adscrito', 'entidades', 'publicas', 'empresariales', 'comunidad', 'autonoma', 'situacion', 'abuso', 'temporalidad', 'dirigida', 'gobierno']"
218,VIDA POLÍTICA,"Estado de los procesos de estabilización del personal adscrito a las fundaciones del sector público de la comunidad autónoma en situación de abuso de temporalidad, dirigida al gobierno.","['procesos', 'estabilizacion', 'personal', 'adscrito', 'fundaciones', 'sector', 'publico', 'comunidad', 'autonoma', 'situacion', 'abuso', 'temporalidad', 'dirigida', 'gobierno']"
219,VIDA POLÍTICA,"Estado de los procesos de estabilización del personal adscrito a las sociedades mercantiles públicas de la comunidad autónoma en situación de abuso de temporalidad, dirigida al gobierno.","['procesos', 'estabilizacion', 'personal', 'adscrito', 'sociedades', 'mercantiles', 'publicas', 'comunidad', 'autonoma', 'situacion', 'abuso', 'temporalidad', 'dirigida', 'gobierno']"
220,VIDA POLÍTICA,"Estado de los procesos de estabilización del personal adscrito a los consorcios del sector público de la comunidad autónoma en situación de abuso de temporalidad, dirigida al gobierno.","['procesos', 'estabilizacion', 'personal', 'adscrito', 'consorcios', 'sector', 'publico', 'comunidad', 'autonoma', 'situacion', 'abuso', 'temporalidad', 'dirigida', 'gobierno']"
221,EDUCACIÓN Y COMUNICACIÓN,"Estado de tramitación administrativa de la infraestructura educativa de lanzarote, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['tramitacion', 'administrativa', 'infraestructura', 'educativa', 'lanzarote', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
222,INDUSTRIA,"Estado de tramitación de la aprobación del plan de reposición de las viviendas de las rehoyas, en las palmas de gran canaria, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['tramitacion', 'aprobacion', 'plan', 'reposicion', 'viviendas', 'rehoyas', 'palmas', 'canaria', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
223,INDUSTRIA,"Estado de tramitación de la licitación del proyecto de ejecución de las viviendas de promoción pública en maneje, arrecife, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['tramitacion', 'licitacion', 'proyecto', 'ejecucion', 'viviendas', 'promocion', 'publica', 'maneje', 'arrecife', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
224,ASUNTOS SOCIALES,"Estado en que quedaron los edificios de las 90 viviendas en puerto del rosario después del proyecto de área de rehabilitación integral, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['quedaron', 'edificios', '90', 'viviendas', 'puerto', 'rosario', 'proyecto', 'area', 'rehabilitacion', 'integral', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
225,TRANSPORTES,"Estado en que se encuentra la implantación de la llamada quinta libertad de transporte aéreo, dirigida al sr. consejero de obras públicas, transportes y vivienda.","['implantacion', 'llamada', 'quinta', 'libertad', 'transporte', 'aereo', 'dirigida', 'consejero', 'obras', 'publicas', 'transportes', 'vivienda']"
226,INDUSTRIA,"Estado en que se encuentran las obras de la avenida marítima de puerto del rosario, entre la zona de la playa de los pozos y el parador, dirigida a la sra. consejera de turismo, industria y comercio.","['encuentran', 'obras', 'avenida', 'maritima', 'puerto', 'rosario', 'zona', 'playa', 'pozos', 'parador', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
227,INDUSTRIA,"Estado en que se encuentran las obras de la calle primero de mayo en puerto del rosario, dirigida a la sra. consejera de turismo, industria y comercio.","['encuentran', 'obras', 'calle', 'mayo', 'puerto', 'rosario', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
228,EDUCACIÓN Y COMUNICACIÓN,"Estado en que se encuentran los trámites para la conversión de la guardería municipal de valverde en escuela infantil, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","['encuentran', 'tramites', 'conversion', 'guarderia', 'municipal', 'valverde', 'escuela', 'infantil', 'dirigida', 'consejera', 'educacion', 'universidades', 'cultura', 'deportes']"
229,ASUNTOS SOCIALES,"Estrategia promocional que se está llevando a cabo en 2022 para recuperar el turismo, dirigida a la sra. consejera de turismo, industria y comercio.","['estrategia', 'promocional', 'llevando', 'cabo', '2022', 'recuperar', 'turismo', 'dirigida', 'consejera', 'turismo', 'industria', 'comercio']"
230,TRABAJO Y EMPLEO,"Evitación de la parálisis de la administración general durante el tiempo en que los funcionarios toman posesión y se adaptan a los nuevos puestos de trabajo, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","['evitacion', 'paralisis', 'administracion', 'funcionarios', 'toman', 'posesion', 'adaptan', 'puestos', 'dirigida', 'consejero', 'administraciones', 'publicas', 'justicia', 'seguridad']"
